date,code,name,market,total_shares,foreign_shares,foreign_ratio
2025-11-18,6496,科懋,TPEX,47502755,140740,0.0
2025-11-18,6498,久禾光,TPEX,46742892,593938,0.0
2025-11-18,6499,益安,TPEX,92244893,15364448,0.0
2025-11-18,6506,雙邦,TPEX,82360826,409994,0.0
2025-11-18,6508,惠光,TPEX,86538864,641035,0.0
2025-11-18,6509,聚和,TPEX,196543326,8510882,0.0
2025-11-18,6510,精測,TPEX,32789022,9004400,0.0
2025-11-18,6512,啟發電,TPEX,25260000,23923,0.0
2025-11-18,6516,勤崴國際,TPEX,56336935,675820,0.0
2025-11-18,6517,保勝光學,TPEX,30579053,222784,0.0
2025-11-18,6523,達爾膚,TPEX,45047625,712450,0.0
2025-11-18,6527,明達醫,TPEX,25458550,17050,0.0
2025-11-18,6530,創威,TPEX,33750000,1797607,0.0
2025-11-18,6532,瑞耘,TPEX,37445147,1062410,0.0
2025-11-18,6535,順藥,TPEX,168816825,9770186,0.0
2025-11-18,6538,倉和,TPEX,38073000,1504575,0.0
2025-11-18,6542,隆中,TPEX,42000630,7908186,0.0
2025-11-18,6546,正基,TPEX,66226937,5578920,0.0
2025-11-18,6547,高端疫苗,TPEX,328749050,22154714,0.0
2025-11-18,6548,長科*,TPEX,950488700,65388073,0.0
2025-11-18,6556,勝品,TPEX,28750000,171464,0.0
2025-11-18,6560,欣普羅,TPEX,32474715,2175791,0.0
2025-11-18,6561,是方,TPEX,77958370,7018702,0.0
2025-11-18,6568,宏觀,TPEX,30829000,910682,0.0
2025-11-18,6569,醫揚,TPEX,39014745,1233569,0.0
2025-11-18,6570,維田,TPEX,37119170,325001,0.0
2025-11-18,6574,霈方,TPEX,21990000,110225,0.0
2025-11-18,6576,逸達,TPEX,157348666,36019334,0.0
2025-11-18,6577,勁豐,TPEX,60060145,846058,0.0
2025-11-18,6578,達邦蛋白,TPEX,71941901,784061,0.0
2025-11-18,6584,南俊國際,TPEX,65937750,7861831,0.0
2025-11-18,6588,東典光電,TPEX,34700825,82911,0.0
2025-11-18,6590,普鴻,TPEX,21763250,15030,0.0
2025-11-18,6593,台灣銘板,TPEX,30911472,600292,0.0
2025-11-18,6596,寬宏藝術,TPEX,38000000,2203500,0.0
2025-11-18,6597,立誠,TPEX,30042250,4000,0.0
2025-11-18,6603,富強鑫,TPEX,167220592,8500691,0.0
2025-11-18,6609,瀧澤科,TPEX,72456246,37662181,0.0
2025-11-18,6612,奈米醫材,TPEX,47384084,12525392,0.0
2025-11-18,6613,朋億*,TPEX,77801485,3636995,0.0
2025-11-18,6615,慧智,TPEX,21593400,42000,0.0
2025-11-18,6616,特昇-KY,TPEX,35478473,20157969,0.0
2025-11-18,6617,共信-KY,TPEX,127506100,48532115,0.0
2025-11-18,6624,萬年清,TPEX,20880000,36000,0.0
2025-11-18,6629,泰金-KY,TPEX,38316166,29375097,0.0
2025-11-18,6637,醫影,TPEX,26810000,148000,0.0
2025-11-18,6640,均華,TPEX,28276500,1149524,0.0
2025-11-18,6642,富致,TPEX,37399662,205141,0.0
2025-11-18,6643,M31,TPEX,41798160,5436468,0.0
2025-11-18,6649,台生材,TPEX,42000000,3259610,0.0
2025-11-18,6651,全宇昕,TPEX,34601541,1209507,0.0
2025-11-18,6654,天正國際,TPEX,40962720,708001,0.0
2025-11-18,6661,威健生技,TPEX,23304248,13000,0.0
2025-11-18,6662,樂斯科,TPEX,25612400,47000,0.0
2025-11-18,6664,群翊,TPEX,60793381,1628672,0.0
2025-11-18,6667,信紘科,TPEX,49278878,1448919,0.0
2025-11-18,6679,鈺太,TPEX,54975335,3147846,0.0
2025-11-18,6680,鑫創電子,TPEX,23794210,49780,0.0
2025-11-18,6683,雍智科技,TPEX,27467661,1242599,0.0
2025-11-18,6684,安格,TPEX,44559496,363851,0.0
2025-11-18,6690,安碁資訊,TPEX,29999720,1044414,0.0
2025-11-18,6692,進能服,TPEX,58776390,223104,0.0
2025-11-18,6693,廣閎科,TPEX,45720000,4840000,0.0
2025-11-18,6697,東捷資訊,TPEX,27323364,80000,0.0
2025-11-18,6703,軒郁,TPEX,32983827,4059390,0.0
2025-11-18,6708,天擎,TPEX,29008779,907979,0.0
2025-11-18,6712,長聖,TPEX,87596963,4077626,0.0
2025-11-18,6716,應廣,TPEX,30008314,234509,0.0
2025-11-18,6720,久昌,TPEX,30081741,223052,0.0
2025-11-18,6721,信實,TPEX,22500000,7000,0.0
2025-11-18,6727,亞泰金屬,TPEX,26884177,3090944,0.0
2025-11-18,6728,上洋,TPEX,30110000,263132,0.0
2025-11-18,6732,昇佳電子,TPEX,48912618,2057873,0.0
2025-11-18,6733,博晟生醫,TPEX,124356026,2357269,0.0
2025-11-18,6735,美達科技,TPEX,46182292,2549047,0.0
2025-11-18,6739,竹陞科技,TPEX,23261250,761850,0.0
2025-11-18,6741,91APP*-KY,TPEX,120577997,57454636,0.0
2025-11-18,6747,亨泰光,TPEX,27200000,250053,0.0
2025-11-18,6751,智聯服務,TPEX,22200000,20562,0.0
2025-11-18,6752,叡揚,TPEX,37144147,1623060,0.0
2025-11-18,6761,穩得,TPEX,34112821,892557,0.0
2025-11-18,6762,達亞,TPEX,35171702,1920268,0.0
2025-11-18,6763,綠界科技*,TPEX,184039130,3201712,0.0
2025-11-18,6767,台微醫,TPEX,39183630,96010,0.0
2025-11-18,6785,昱展新藥,TPEX,66800000,6210852,0.0
2025-11-18,6788,華景電,TPEX,38739683,2361549,0.0
2025-11-18,6791,虎門科技,TPEX,20847000,2418165,0.0
2025-11-18,6803,崑鼎,TPEX,72465231,2767095,0.0
2025-11-18,6804,明係,TPEX,35000000,1792543,0.0
2025-11-18,6811,宏碁資訊,TPEX,41449000,1505255,0.0
2025-11-18,6821,聯寶,TPEX,31283265,396000,0.0
2025-11-18,6823,濾能,TPEX,27738475,8359118,0.0
2025-11-18,6829,千附精密,TPEX,59169000,640420,0.0
2025-11-18,6840,東研信超,TPEX,30305800,250459,0.0
2025-11-18,6841,長佳智能,TPEX,95152250,2329400,0.0
2025-11-18,6843,進典,TPEX,33304000,78000,0.0
2025-11-18,6844,諾貝兒,TPEX,37428440,5834,0.0
2025-11-18,6846,綠茵,TPEX,26993700,64000,0.0
2025-11-18,6855,數泓科,TPEX,23249716,48400,0.0
2025-11-18,6856,鑫傳,TPEX,28200000,1000,0.0
2025-11-18,6859,伯特光,TPEX,41470000,6605505,0.0
2025-11-18,6865,偉康科技,TPEX,15700645,30274,0.0
2025-11-18,6870,騰雲,TPEX,23347800,124898,0.0
2025-11-18,6872,浩宇生醫,TPEX,70740011,260000,0.0
2025-11-18,6874,倍力,TPEX,22000000,61126,0.0
2025-11-18,6875,國邑*,TPEX,129086404,2804284,0.0
2025-11-18,6877,鏵友益,TPEX,46967122,2719818,0.0
2025-11-18,6881,潤德,TPEX,15000000,9000,0.0
2025-11-18,6894,衛司特,TPEX,23800000,137980,0.0
2025-11-18,6895,宏碩系統,TPEX,34100000,1575702,0.0
2025-11-18,6899,創為精密,TPEX,42398491,2177922,0.0
2025-11-18,6903,巨漢,TPEX,66676000,2117837,0.0
2025-11-18,6904,伯鑫,TPEX,18500000,8000,0.0
2025-11-18,6913,鴻呈,TPEX,43848863,227316,0.0
2025-11-18,6922,宸曜,TPEX,27082385,496051,0.0
2025-11-18,6925,意藍,TPEX,20000300,824858,0.0
2025-11-18,6929,佑全,TPEX,44985500,8202,0.0
2025-11-18,6953,家碩,TPEX,30014600,147000,0.0
2025-11-18,6967,汎瑋材料,TPEX,24904477,64000,0.0
2025-11-18,6968,萬達寵物,TPEX,49447333,81109,0.0
2025-11-18,6971,惠民實業,TPEX,38668000,107000,0.0
2025-11-18,6982,大井泵浦,TPEX,40649100,616999,0.0
2025-11-18,6996,力領科技,TPEX,41965333,447575,0.0
2025-11-18,6997,博弘,TPEX,22100500,4449593,0.0
2025-11-18,7402,邑錡,TPEX,35229421,3181422,0.0
2025-11-18,7547,碩網,TPEX,32779000,8095573,0.0
2025-11-18,7556,意德士,TPEX,27319663,849244,0.0
2025-11-18,7584,樂意,TPEX,16462808,2312747,0.0
2025-11-18,7642,昶瑞機電,TPEX,30150000,287305,0.0
2025-11-18,7703,銳澤,TPEX,34745000,646150,0.0
2025-11-18,7704,明遠精密,TPEX,33744804,86000,0.0
2025-11-18,7708,全家餐飲,TPEX,25500000,37513,0.0
2025-11-18,7709,榮田,TPEX,39102740,52000,0.0
2025-11-18,7712,博盛半導體,TPEX,32561873,496151,0.0
2025-11-18,7713,威力德生醫,TPEX,45478843,32000,0.0
2025-11-18,7714,創泓科技,TPEX,21000000,256505,0.0
2025-11-18,7715,裕山,TPEX,33180000,118100,0.0
2025-11-18,7716,昱臺國際,TPEX,22500000,20,0.0
2025-11-18,7717,萊德光電-KY,TPEX,24777698,4477381,0.0
2025-11-18,7718,友鋮,TPEX,46356484,390580,0.0
2025-11-18,7723,築間,TPEX,50619550,95525,0.0
2025-11-18,7728,光焱科技,TPEX,13854080,225652,0.0
2025-11-18,7734,印能科技,TPEX,28000000,313586,0.0
2025-11-18,7738,東聯互動,TPEX,27355799,21314,0.0
2025-11-18,7743,金利食安,TPEX,36483338,1040363,0.0
2025-11-18,7744,崴寶,TPEX,32000000,8624000,0.0
2025-11-18,7747,昕奇雲端,TPEX,27426000,280819,0.0
2025-11-18,7751,竑騰,TPEX,26888600,310843,0.0
2025-11-18,7753,星亞,TPEX,25000000,16164,0.0
2025-11-18,7757,金色三麥,TPEX,24100000,4687000,0.0
2025-11-18,7782,光速火箭,TPEX,23213000,51000,0.0
2025-11-18,8024,佑華,TPEX,45160100,993511,0.0
2025-11-18,8027,鈦昇,TPEX,107461995,5622663,0.0
2025-11-18,8032,光菱,TPEX,51810300,377695,0.0
2025-11-18,8034,榮群,TPEX,56586353,3678836,0.0
2025-11-18,8038,長園科,TPEX,62278190,2195952,0.0
2025-11-18,8040,九暘,TPEX,96413874,1247890,0.0
2025-11-18,8042,金山電,TPEX,129462549,5660282,0.0
2025-11-18,8043,蜜望實,TPEX,79907170,5201213,0.0
2025-11-18,8044,網家,TPEX,205647065,14002397,0.0
2025-11-18,8047,星雲,TPEX,41666343,420704,0.0
2025-11-18,8048,德勝,TPEX,57705752,1421128,0.0
2025-11-18,8049,晶采,TPEX,118279808,2521096,0.0
2025-11-18,8050,廣積,TPEX,205178035,5615616,0.0
2025-11-18,8054,安國,TPEX,105772566,13490229,0.0
2025-11-18,8059,凱碩,TPEX,193445750,1447616,0.0
2025-11-18,8064,東捷,TPEX,164817836,10630874,0.0
2025-11-18,8066,來思達,TPEX,29642304,1078309,0.0
2025-11-18,8067,志旭,TPEX,20700000,1743950,0.0
2025-11-18,8068,全達,TPEX,80765949,6714345,0.0
2025-11-18,8069,元太,TPEX,1149894157,483540699,0.0
2025-11-18,8071,能率網通,TPEX,60084283,695474,0.0
2025-11-18,8074,鉅橡,TPEX,80974466,1422287,0.0
2025-11-18,8076,伍豐,TPEX,292213592,14955707,0.0
2025-11-18,8077,洛碁,TPEX,21945669,11224116,0.0
2025-11-18,8080,泰霖,TPEX,63163821,14163,0.0
2025-11-18,8083,瑞穎,TPEX,35133193,629000,0.0
2025-11-18,8084,巨虹,TPEX,69514149,542408,0.0
2025-11-18,8085,福華,TPEX,139983060,3556410,0.0
2025-11-18,8086,宏捷科,TPEX,196516123,40311894,0.0
2025-11-18,8087,麗升能源,TPEX,38985342,1167546,0.0
2025-11-18,8088,品安,TPEX,60921749,5728944,0.0
2025-11-18,8089,康全電訊,TPEX,65998718,1737172,0.0
2025-11-18,8091,翔名,TPEX,52760114,4403264,0.0
2025-11-18,8092,建暐,TPEX,57172325,508004,0.0
2025-11-18,8093,保銳,TPEX,60945945,26900,0.0
2025-11-18,8096,擎亞,TPEX,149343066,44972149,0.0
2025-11-18,8097,常珵,TPEX,63802468,293522,0.0
2025-11-18,8099,大世科,TPEX,100072800,2549030,0.0
2025-11-18,8107,大億金茂,TPEX,75000000,500448,0.0
2025-11-18,8109,博大,TPEX,82161236,2662553,0.0
2025-11-18,8111,立碁,TPEX,109102223,4708091,0.0
2025-11-18,8121,越峰,TPEX,212993743,1936103,0.0
2025-11-18,8147,正淩,TPEX,40606166,5619230,0.0
2025-11-18,8155,博智,TPEX,55767550,2741436,0.0
2025-11-18,8171,天宇,TPEX,112634194,1830381,0.0
2025-11-18,8176,智捷,TPEX,71701000,683715,0.0
2025-11-18,8182,加高,TPEX,107041215,55011515,0.0
2025-11-18,8183,精星,TPEX,121251068,2910765,0.0
2025-11-18,8227,巨有科技,TPEX,39543000,2088694,0.0
2025-11-18,8234,新漢,TPEX,141226472,5247846,0.0
2025-11-18,8240,華宏,TPEX,100004414,6455195,0.0
2025-11-18,8255,朋程,TPEX,101793480,7408326,0.0
2025-11-18,8272,全景軟體,TPEX,18997755,42575,0.0
2025-11-18,8277,商丞,TPEX,91628833,1561634,0.0
2025-11-18,8279,生展,TPEX,27100851,1585199,0.0
2025-11-18,8284,三竹,TPEX,46342000,436503,0.0
2025-11-18,8289,泰藝,TPEX,68333765,609664,0.0
2025-11-18,8291,尚茂,TPEX,17478450,12836148,0.0
2025-11-18,8299,群聯,TPEX,206566328,88336928,0.0
2025-11-18,8342,益張,TPEX,33536692,49150,0.0
2025-11-18,8349,恒耀,TPEX,208821391,2434560,0.0
2025-11-18,8349A,恒耀甲特,TPEX,10000000,153000,0.0
2025-11-18,8354,冠好,TPEX,78532263,465690,0.0
2025-11-18,8358,金居,TPEX,252588000,41749358,0.0
2025-11-18,8383,千附,TPEX,113760482,9481237,0.0
2025-11-18,8390,金益鼎,TPEX,96116128,7361779,0.0
2025-11-18,8401,白紗科,TPEX,70669058,163176,0.0
2025-11-18,8403,盛弘,TPEX,137640343,2429863,0.0
2025-11-18,8409,商之器,TPEX,32000000,31011,0.0
2025-11-18,8410,森田,TPEX,36589200,444000,0.0
2025-11-18,8415,大國鋼,TPEX,1031500000,106607024,0.0
2025-11-18,8416,實威,TPEX,28210710,220288,0.0
2025-11-18,8421,旭源,TPEX,54817140,461554,0.0
2025-11-18,8423,保綠-KY,TPEX,41714030,10388749,0.0
2025-11-18,8424,惠普,TPEX,36054368,179310,0.0
2025-11-18,8426,紅木-KY,TPEX,50242500,33842871,0.0
2025-11-18,8431,匯鑽科,TPEX,44391482,1449909,0.0
2025-11-18,8432,東生華,TPEX,38398140,270365,0.0
2025-11-18,8433,弘帆,TPEX,54502934,861000,0.0
2025-11-18,8435,鉅邁,TPEX,31700450,242009,0.0
2025-11-18,8436,大江,TPEX,117728830,10421604,0.0
2025-11-18,8437,大地-KY,TPEX,47014070,11087295,0.0
2025-11-18,8440,綠電,TPEX,50255299,715090,0.0
2025-11-18,8444,綠河-KY,TPEX,110466845,64416768,0.0
2025-11-18,8446,華研,TPEX,52914405,3070295,0.0
2025-11-18,8450,霹靂,TPEX,51309947,194052,0.0
2025-11-18,8455,大拓-KY,TPEX,25219056,22147306,0.0
2025-11-18,8472,夠麻吉,TPEX,17735800,242689,0.0
2025-11-18,8477,創業家,TPEX,64170616,92003,0.0
2025-11-18,8489,三貝德,TPEX,40281537,3012995,0.0
2025-11-18,8905,裕國,TPEX,119440000,305009,0.0
2025-11-18,8906,花王,TPEX,44037370,125787,0.0
2025-11-18,8908,欣雄,TPEX,315332742,569304,0.0
2025-11-18,8916,光隆,TPEX,151144927,4940140,0.0
2025-11-18,8917,欣泰,TPEX,162652459,2196246,0.0
2025-11-18,8921,沈氏,TPEX,46592159,95609,0.0
2025-11-18,8923,時報,TPEX,30375800,1262103,0.0
2025-11-18,8924,大田,TPEX,83800000,2644833,0.0
2025-11-18,8927,北基,TPEX,432100367,10918326,0.0
2025-11-18,8928,鉅明,TPEX,50854015,210193,0.0
2025-11-18,8929,富堡,TPEX,50580862,251196,0.0
2025-11-18,8930,青鋼,TPEX,81809406,2289818,0.0
2025-11-18,8931,大汽電,TPEX,122254862,305121,0.0
2025-11-18,8932,智通*,TPEX,178981642,54467454,0.0
2025-11-18,8933,愛地雅,TPEX,326724305,2467156,0.0
2025-11-18,8935,邦泰,TPEX,113495000,1748785,0.0
2025-11-18,8936,國統,TPEX,248078157,40540717,0.0
2025-11-18,8937,合騏,TPEX,102320068,854501,0.0
2025-11-18,8938,明安,TPEX,155249904,11953782,0.0
2025-11-18,8941,關中,TPEX,34972071,610532,0.0
2025-11-18,8942,森鉅,TPEX,198842255,26350967,0.0
2025-11-18,9949,琉園,TPEX,44033360,955388,0.0
2025-11-18,9950,萬國通,TPEX,167716000,65080,0.0
2025-11-18,9951,皇田,TPEX,74900000,3944234,0.0
2025-11-18,9960,邁達康,TPEX,33592500,2936149,0.0
2025-11-18,9962,有益,TPEX,90220260,292109,0.0
2025-11-19,1240,茂生農經,TPEX,44232373,1618138,0.0
2025-11-19,1259,安心,TPEX,32389500,8465329,0.0
2025-11-19,1264,德麥,TPEX,37064367,540119,0.0
2025-11-19,1268,漢來美食,TPEX,42223730,696841,0.0
2025-11-19,1294,漢田生技,TPEX,31027563,124819,0.0
2025-11-19,1295,生合,TPEX,34474800,317000,0.0
2025-11-19,1336,台翰,TPEX,77614419,3287976,0.0
2025-11-19,1565,精華,TPEX,50416516,4737274,0.0
2025-11-19,1569,濱川,TPEX,132547441,2660870,0.0
2025-11-19,1570,力肯,TPEX,51500839,820140,0.0
2025-11-19,1580,新麥,TPEX,49339242,2643583,0.0
2025-11-19,1584,精剛,TPEX,232470533,5409367,0.0
2025-11-19,1586,和勤,TPEX,106849467,1416470,0.0
2025-11-19,1591,駿吉-KY,TPEX,38048047,1116822,0.0
2025-11-19,1593,祺驊,TPEX,39784772,2360144,0.0
2025-11-19,1595,川寶,TPEX,54151980,892637,0.0
2025-11-19,1599,宏佳騰,TPEX,74528764,5827946,0.0
2025-11-19,1742,台蠟,TPEX,93559300,209848,0.0
2025-11-19,1777,生泰,TPEX,44591713,689052,0.0
2025-11-19,1781,合世,TPEX,47407605,287171,0.0
2025-11-19,1784,訊聯,TPEX,53121191,1387948,0.0
2025-11-19,1785,光洋科,TPEX,596022243,96040622,0.0
2025-11-19,1788,杏昌,TPEX,44520971,4849995,0.0
2025-11-19,1796,金穎生技,TPEX,41459793,317002,0.0
2025-11-19,1799,易威,TPEX,124689527,15235234,0.0
2025-11-19,1813,寶利徠,TPEX,46635510,4410704,0.0
2025-11-19,1815,富喬,TPEX,520430396,101347922,0.0
2025-11-19,2035,唐榮,TPEX,350000000,227014,0.0
2025-11-19,2061,風青,TPEX,57378052,1159042,0.0
2025-11-19,2063,世鎧,TPEX,48101453,476328,0.0
2025-11-19,2064,晉椿,TPEX,69330000,42000,0.0
2025-11-19,2065,世豐,TPEX,63516707,826051,0.0
2025-11-19,2066,世德,TPEX,44449527,4283797,0.0
2025-11-19,2067,嘉鋼,TPEX,45138177,5051395,0.0
2025-11-19,2070,精湛,TPEX,35782800,746648,0.0
2025-11-19,2073,雄順,TPEX,27500000,13000,0.0
2025-11-19,2221,大甲,TPEX,42325000,295020,0.0
2025-11-19,2230,泰茂,TPEX,68029605,1348243,0.0
2025-11-19,2235,謚源,TPEX,35878000,39000,0.0
2025-11-19,2596,綠意,TPEX,100000000,381644,0.0
2025-11-19,2640,大車隊,TPEX,59264956,4196860,0.0
2025-11-19,2641,正德,TPEX,318271229,19842453,0.0
2025-11-19,2643,捷迅,TPEX,35000000,547126,0.0
2025-11-19,2718,全心投控,TPEX,87576000,615001,0.0
2025-11-19,2719,燦星旅,TPEX,68969500,145756,0.0
2025-11-19,2724,藝舍-KY,TPEX,59656345,9009964,0.0
2025-11-19,2726,雅茗-KY,TPEX,27922454,8861900,0.0
2025-11-19,2729,瓦城,TPEX,43413783,795190,0.0
2025-11-19,2732,六角,TPEX,46518570,1670108,0.0
2025-11-19,2734,易飛網,TPEX,57259760,2167292,0.0
2025-11-19,2736,富野,TPEX,79972230,546092,0.0
2025-11-19,2740,天蔥,TPEX,13952016,280836,0.0
2025-11-19,2743,山富,TPEX,46815210,358440,0.0
2025-11-19,2745,五福,TPEX,33808526,1387676,0.0
2025-11-19,2751,王座,TPEX,19600000,83387,0.0
2025-11-19,2752,豆府,TPEX,26693861,331285,0.0
2025-11-19,2754,亞洲藏壽司,TPEX,46861000,32131180,0.0
2025-11-19,2755,揚秦,TPEX,36429305,496755,0.0
2025-11-19,2756,聯發國際,TPEX,24542820,288320,0.0
2025-11-19,2916,滿心,TPEX,64626878,13696993,0.0
2025-11-19,2924,宏太-KY,TPEX,52035934,34765760,0.0
2025-11-19,2926,誠品生活,TPEX,47389650,528202,0.0
2025-11-19,2937,集雅社,TPEX,43541975,33901,0.0
2025-11-19,2941,米斯特,TPEX,15390000,69000,0.0
2025-11-19,2947,振宇五金,TPEX,21487460,204053,0.0
2025-11-19,2948,寶陞,TPEX,30000000,38318,0.0
2025-11-19,2949,欣新網,TPEX,30641100,11292,0.0
2025-11-19,3064,泰偉,TPEX,13011451,15592,0.0
2025-11-19,3066,李洲,TPEX,83070612,546318,0.0
2025-11-19,3067,全域,TPEX,20000000,9452,0.0
2025-11-19,3071,協禧,TPEX,110000000,1037845,0.0
2025-11-19,3073,天方能源,TPEX,39511028,312089,0.0
2025-11-19,3078,僑威,TPEX,227391064,52626256,0.0
2025-11-19,3081,聯亞,TPEX,92521377,18450017,0.0
2025-11-19,3083,網龍,TPEX,86486858,808076,0.0
2025-11-19,3085,新零售,TPEX,69019288,3930294,0.0
2025-11-19,3086,華義,TPEX,27271051,11518778,0.0
2025-11-19,3088,艾訊,TPEX,107563017,10195818,0.0
2025-11-19,3093,港建*,TPEX,145155576,98810396,0.0
2025-11-19,3095,及成,TPEX,14680000,528244,0.0
2025-11-19,3105,穩懋,TPEX,423940384,96034831,0.0
2025-11-19,3114,好德,TPEX,65129792,410682,0.0
2025-11-19,3115,富榮綱,TPEX,57197615,1316707,0.0
2025-11-19,3118,進階,TPEX,32452860,128073,0.0
2025-11-19,3122,笙泉,TPEX,40764826,1740431,0.0
2025-11-19,3128,昇銳,TPEX,47317489,1969261,0.0
2025-11-19,3131,弘塑,TPEX,29216015,5617906,0.0
2025-11-19,3141,晶宏,TPEX,75210228,5791214,0.0
2025-11-19,3147,大綜,TPEX,43686831,590609,0.0
2025-11-19,3152,璟德,TPEX,69016200,9041307,0.0
2025-11-19,3158,嘉實,TPEX,30298425,420219,0.0
2025-11-19,3162,精確,TPEX,130241112,59500046,0.0
2025-11-19,3163,波若威,TPEX,80540741,5782688,0.0
2025-11-19,3169,亞信,TPEX,63106981,1598666,0.0
2025-11-19,3171,炎洲流通,TPEX,33118158,234325,0.0
2025-11-19,3176,基亞,TPEX,139306755,5153757,0.0
2025-11-19,3178,公準,TPEX,45050000,471000,0.0
2025-11-19,3188,鑫龍騰,TPEX,186309876,1669105,0.0
2025-11-19,3191,雲嘉南,TPEX,43597381,13794,0.0
2025-11-19,3205,佰研,TPEX,67545631,4289914,0.0
2025-11-19,3206,志豐,TPEX,58916621,999817,0.0
2025-11-19,3207,耀勝,TPEX,66422124,2628247,0.0
2025-11-19,3211,順達,TPEX,153781021,31879278,0.0
2025-11-19,3213,茂訊,TPEX,58685547,2940397,0.0
2025-11-19,3217,優群,TPEX,90104203,11163616,0.0
2025-11-19,3218,大學光,TPEX,84724899,6231674,0.0
2025-11-19,3219,倚強科,TPEX,71103880,2864641,0.0
2025-11-19,3221,台嘉碩,TPEX,103878310,4106528,0.0
2025-11-19,3224,三顧,TPEX,68172648,451147,0.0
2025-11-19,3226,龍鋒,TPEX,64430573,29956,0.0
2025-11-19,3227,原相,TPEX,149927748,32657951,0.0
2025-11-19,3228,金麗科,TPEX,71511495,4544100,0.0
2025-11-19,3230,錦明,TPEX,86010900,2707062,0.0
2025-11-19,3232,昱捷,TPEX,46567865,3662616,0.0
2025-11-19,3234,光環,TPEX,111474692,2384726,0.0
2025-11-19,3236,千如,TPEX,105000613,12207671,0.0
2025-11-19,3252,海灣,TPEX,50195754,1112246,0.0
2025-11-19,3259,鑫創,TPEX,72965934,7969689,0.0
2025-11-19,3260,威剛,TPEX,325785648,93157021,0.0
2025-11-19,3264,欣銓,TPEX,490170076,177192949,0.0
2025-11-19,3265,台星科,TPEX,136261659,4458098,0.0
2025-11-19,3268,海德威,TPEX,34720796,264929,0.0
2025-11-19,3272,東碩,TPEX,61176789,270040,0.0
2025-11-19,3276,宇環,TPEX,69712666,534222,0.0
2025-11-19,3284,太普高,TPEX,108482473,431410,0.0
2025-11-19,3285,微端,TPEX,42735324,5500931,0.0
2025-11-19,3287,廣寰科,TPEX,43970483,747000,0.0
2025-11-19,3288,點晶,TPEX,16000000,22962,0.0
2025-11-19,3289,宜特,TPEX,74259421,4843003,0.0
2025-11-19,3290,東浦,TPEX,90215034,6213196,0.0
2025-11-19,3293,鈊象,TPEX,281801560,66417923,0.0
2025-11-19,3294,英濟,TPEX,132015919,10706604,0.0
2025-11-19,3297,杭特,TPEX,36049445,1665362,0.0
2025-11-19,3303,岱稜,TPEX,94090607,4488910,0.0
2025-11-19,3306,鼎天,TPEX,50607702,1084368,0.0
2025-11-19,3310,佳穎,TPEX,71479154,59000,0.0
2025-11-19,3313,斐成,TPEX,205060776,3672223,0.0
2025-11-19,3317,尼克森,TPEX,90000000,5028407,0.0
2025-11-19,3322,建舜電,TPEX,121582157,2934537,0.0
2025-11-19,3323,加百裕,TPEX,93952394,3950540,0.0
2025-11-19,3324,雙鴻,TPEX,91774449,25915937,0.0
2025-11-19,3325,旭品,TPEX,90168610,1238360,0.0
2025-11-19,3332,幸康,TPEX,48104246,1183610,0.0
2025-11-19,3339,泰谷,TPEX,66568300,1018708,0.0
2025-11-19,3349,寶德,TPEX,46071648,137208,0.0
2025-11-19,3354,律勝,TPEX,70112426,486292,0.0
2025-11-19,3357,臺慶科,TPEX,102034881,14390228,0.0
2025-11-19,3360,尚立,TPEX,76402244,1069574,0.0
2025-11-19,3362,先進光,TPEX,142449075,7578040,0.0
2025-11-19,3363,上詮,TPEX,103640567,15326585,0.0
2025-11-19,3372,典範,TPEX,175324000,1838572,0.0
2025-11-19,3373,熱映,TPEX,47618782,914144,0.0
2025-11-19,3374,精材,TPEX,271364316,22498934,0.0
2025-11-19,3379,彬台,TPEX,38041748,19198,0.0
2025-11-19,3388,崇越電,TPEX,74062358,5057956,0.0
2025-11-19,3390,旭軟,TPEX,78958259,591927,0.0
2025-11-19,3402,漢科,TPEX,73047692,4319916,0.0
2025-11-19,3426,台興,TPEX,26400000,107721,0.0
2025-11-19,3430,奇鈦科,TPEX,33716085,2189738,0.0
2025-11-19,3434,哲固,TPEX,35380792,1383519,0.0
2025-11-19,3438,類比科,TPEX,47165815,944827,0.0
2025-11-19,3441,聯一光,TPEX,40039920,528009,0.0
2025-11-19,3444,利機,TPEX,44996877,5202317,0.0
2025-11-19,3455,由田,TPEX,59850750,3708630,0.0
2025-11-19,3465,進泰電子,TPEX,35329862,1652344,0.0
2025-11-19,3466,德晉,TPEX,61492073,7813344,0.0
2025-11-19,3467,台灣精材,TPEX,31106569,322992,0.0
2025-11-19,3479,安勤,TPEX,72630164,5908415,0.0
2025-11-19,3483,力致,TPEX,99049257,6804605,0.0
2025-11-19,3484,崧騰,TPEX,78828189,5803211,0.0
2025-11-19,3489,森寶,TPEX,90452155,451000,0.0
2025-11-19,3490,單井,TPEX,55006435,1252720,0.0
2025-11-19,3491,昇達科,TPEX,66553151,16363292,0.0
2025-11-19,3492,長盛,TPEX,35531600,274000,0.0
2025-11-19,3498,陽程,TPEX,61273008,3559502,0.0
2025-11-19,3499,環天科,TPEX,54970596,108937,0.0
2025-11-19,3508,位速,TPEX,104311737,662023,0.0
2025-11-19,3511,矽瑪,TPEX,79972945,1359191,0.0
2025-11-19,3512,皇龍,TPEX,113072372,460852,0.0
